window_ms,bytes,msgs,bw_gbps
91.000,0,0,0.0000
92.000,0,0,0.0000
93.000,0,0,0.0000
94.000,0,0,0.0000
95.000,0,0,0.0000
96.000,0,0,0.0000
97.000,0,0,0.0000
98.000,0,0,0.0000
99.000,0,0,0.0000
100.000,0,0,0.0000
101.000,0,0,0.0000
102.000,0,0,0.0000
103.000,0,0,0.0000
104.000,0,0,0.0000
105.000,0,0,0.0000
106.000,0,0,0.0000
107.000,0,0,0.0000
108.000,0,0,0.0000
109.000,0,0,0.0000
110.000,0,0,0.0000
111.000,0,0,0.0000
112.000,0,0,0.0000
113.000,0,0,0.0000
114.000,0,0,0.0000
115.000,0,0,0.0000
116.000,0,0,0.0000
117.000,0,0,0.0000
118.000,0,0,0.0000
119.000,0,0,0.0000
120.000,0,0,0.0000
121.000,0,0,0.0000
122.000,0,0,0.0000
123.000,0,0,0.0000
124.000,0,0,0.0000
125.000,0,0,0.0000
126.000,0,0,0.0000
127.000,0,0,0.0000
128.000,0,0,0.0000
129.000,0,0,0.0000
130.000,0,0,0.0000
131.000,0,0,0.0000
132.000,0,0,0.0000
133.000,0,0,0.0000
134.000,0,0,0.0000
135.000,0,0,0.0000
136.000,0,0,0.0000
137.000,0,0,0.0000
138.000,0,0,0.0000
139.000,0,0,0.0000
140.000,0,0,0.0000
141.000,0,0,0.0000
142.000,0,0,0.0000
143.000,0,0,0.0000
144.000,0,0,0.0000
145.000,0,0,0.0000
146.000,0,0,0.0000
147.000,0,0,0.0000
148.000,0,0,0.0000
149.000,0,0,0.0000
150.000,0,0,0.0000
151.000,0,0,0.0000
152.000,0,0,0.0000
153.000,0,0,0.0000
154.000,0,0,0.0000
155.000,0,0,0.0000
156.000,0,0,0.0000
157.000,0,0,0.0000
158.000,0,0,0.0000
159.000,0,0,0.0000
160.000,0,0,0.0000
161.000,0,0,0.0000
162.000,0,0,0.0000
163.000,0,0,0.0000
164.000,0,0,0.0000
165.000,0,0,0.0000
166.000,0,0,0.0000
167.000,0,0,0.0000
168.000,0,0,0.0000
169.000,0,0,0.0000
170.000,0,0,0.0000
171.000,0,0,0.0000
172.000,0,0,0.0000
173.000,0,0,0.0000
174.000,0,0,0.0000
175.000,0,0,0.0000
176.000,0,0,0.0000
177.000,0,0,0.0000
178.000,0,0,0.0000
179.000,0,0,0.0000
180.000,0,0,0.0000
181.000,0,0,0.0000
182.000,0,0,0.0000
183.000,0,0,0.0000
184.000,0,0,0.0000
185.000,0,0,0.0000
186.000,0,0,0.0000
187.000,0,0,0.0000
188.000,0,0,0.0000
189.000,0,0,0.0000
190.000,0,0,0.0000
191.000,0,0,0.0000
192.000,0,0,0.0000
193.000,0,0,0.0000
194.000,0,0,0.0000
195.000,0,0,0.0000
196.000,0,0,0.0000
197.000,0,0,0.0000
198.000,0,0,0.0000
199.000,0,0,0.0000
200.000,0,0,0.0000
201.000,0,0,0.0000
202.000,0,0,0.0000
203.000,0,0,0.0000
204.000,0,0,0.0000
205.000,0,0,0.0000
206.000,0,0,0.0000
207.000,0,0,0.0000
208.000,0,0,0.0000
209.000,0,0,0.0000
210.000,0,0,0.0000
211.000,0,0,0.0000
212.000,0,0,0.0000
213.000,0,0,0.0000
214.000,0,0,0.0000
215.000,0,0,0.0000
216.000,0,0,0.0000
217.000,0,0,0.0000
218.000,0,0,0.0000
219.000,0,0,0.0000
220.000,0,0,0.0000
221.000,0,0,0.0000
222.000,0,0,0.0000
223.000,0,0,0.0000
224.000,0,0,0.0000
225.000,0,0,0.0000
226.000,0,0,0.0000
227.000,0,0,0.0000
228.000,0,0,0.0000
229.000,0,0,0.0000
230.000,0,0,0.0000
231.000,0,0,0.0000
232.000,0,0,0.0000
233.000,0,0,0.0000
234.000,0,0,0.0000
235.000,0,0,0.0000
236.000,0,0,0.0000
237.000,0,0,0.0000
238.000,0,0,0.0000
239.000,0,0,0.0000
240.000,0,0,0.0000
241.000,0,0,0.0000
242.000,0,0,0.0000
243.000,0,0,0.0000
244.000,0,0,0.0000
245.000,0,0,0.0000
246.000,0,0,0.0000
247.000,0,0,0.0000
248.000,0,0,0.0000
249.000,0,0,0.0000
250.000,0,0,0.0000
251.000,0,0,0.0000
252.000,0,0,0.0000
253.000,0,0,0.0000
254.000,0,0,0.0000
255.000,0,0,0.0000
256.000,0,0,0.0000
257.000,0,0,0.0000
258.000,0,0,0.0000
259.000,0,0,0.0000
260.000,0,0,0.0000
261.000,0,0,0.0000
262.000,0,0,0.0000
263.000,0,0,0.0000
264.000,0,0,0.0000
265.000,0,0,0.0000
266.000,0,0,0.0000
267.000,0,0,0.0000
268.000,0,0,0.0000
269.000,0,0,0.0000
270.000,0,0,0.0000
271.000,0,0,0.0000
272.000,0,0,0.0000
273.000,0,0,0.0000
274.000,0,0,0.0000
275.000,0,0,0.0000
276.000,0,0,0.0000
277.000,0,0,0.0000
278.000,0,0,0.0000
279.000,0,0,0.0000
280.000,0,0,0.0000
281.000,0,0,0.0000
282.000,0,0,0.0000
283.000,0,0,0.0000
284.000,0,0,0.0000
285.000,0,0,0.0000
286.000,0,0,0.0000
287.000,0,0,0.0000
288.000,0,0,0.0000
289.000,0,0,0.0000
290.000,0,0,0.0000
291.000,0,0,0.0000
292.000,0,0,0.0000
293.000,0,0,0.0000
294.000,0,0,0.0000
295.000,0,0,0.0000
296.000,0,0,0.0000
297.000,0,0,0.0000
298.000,0,0,0.0000
299.000,0,0,0.0000
300.000,0,0,0.0000
301.000,0,0,0.0000
302.000,0,0,0.0000
303.000,0,0,0.0000
304.000,0,0,0.0000
305.000,0,0,0.0000
306.000,0,0,0.0000
307.000,0,0,0.0000
308.000,0,0,0.0000
309.000,0,0,0.0000
310.000,0,0,0.0000
311.000,0,0,0.0000
312.000,0,0,0.0000
313.000,0,0,0.0000
314.000,0,0,0.0000
315.000,0,0,0.0000
316.000,0,0,0.0000
317.000,0,0,0.0000
318.000,0,0,0.0000
319.000,0,0,0.0000
320.000,0,0,0.0000
321.000,0,0,0.0000
322.000,0,0,0.0000
323.000,0,0,0.0000
324.000,0,0,0.0000
325.000,0,0,0.0000
326.000,0,0,0.0000
327.000,0,0,0.0000
328.000,0,0,0.0000
329.000,0,0,0.0000
330.000,0,0,0.0000
331.000,0,0,0.0000
332.000,0,0,0.0000
333.000,0,0,0.0000
334.000,0,0,0.0000
335.000,0,0,0.0000
336.000,0,0,0.0000
337.000,0,0,0.0000
338.000,0,0,0.0000
339.000,0,0,0.0000
340.000,0,0,0.0000
341.000,0,0,0.0000
342.000,0,0,0.0000
343.000,0,0,0.0000
344.000,0,0,0.0000
345.000,0,0,0.0000
346.000,0,0,0.0000
347.000,0,0,0.0000
348.000,0,0,0.0000
349.000,0,0,0.0000
350.000,0,0,0.0000
351.000,0,0,0.0000
352.000,0,0,0.0000
353.000,0,0,0.0000
354.000,0,0,0.0000
355.000,0,0,0.0000
356.000,0,0,0.0000
357.000,0,0,0.0000
358.000,0,0,0.0000
359.000,0,0,0.0000
360.000,0,0,0.0000
361.000,0,0,0.0000
362.000,0,0,0.0000
363.000,0,0,0.0000
364.000,0,0,0.0000
365.000,0,0,0.0000
366.000,0,0,0.0000
367.000,0,0,0.0000
368.000,0,0,0.0000
369.000,0,0,0.0000
370.000,0,0,0.0000
371.000,0,0,0.0000
372.000,0,0,0.0000
373.000,0,0,0.0000
374.000,0,0,0.0000
375.000,0,0,0.0000
376.000,0,0,0.0000
377.000,0,0,0.0000
378.000,0,0,0.0000
379.000,0,0,0.0000
380.000,0,0,0.0000
381.000,0,0,0.0000
382.000,0,0,0.0000
383.000,0,0,0.0000
384.000,0,0,0.0000
385.000,0,0,0.0000
386.000,0,0,0.0000
387.000,0,0,0.0000
388.000,0,0,0.0000
389.000,0,0,0.0000
390.000,0,0,0.0000
391.000,0,0,0.0000
392.000,0,0,0.0000
393.000,0,0,0.0000
394.000,0,0,0.0000
395.000,0,0,0.0000
396.000,0,0,0.0000
397.000,0,0,0.0000
398.000,0,0,0.0000
399.000,0,0,0.0000
400.000,0,0,0.0000
401.000,0,0,0.0000
402.000,0,0,0.0000
403.000,0,0,0.0000
404.000,0,0,0.0000
405.000,0,0,0.0000
406.000,0,0,0.0000
407.000,0,0,0.0000
408.000,0,0,0.0000
409.000,0,0,0.0000
410.000,0,0,0.0000
411.000,0,0,0.0000
412.000,0,0,0.0000
413.000,0,0,0.0000
414.000,0,0,0.0000
415.000,0,0,0.0000
416.000,0,0,0.0000
417.000,0,0,0.0000
418.000,0,0,0.0000
419.000,0,0,0.0000
420.000,0,0,0.0000
421.000,0,0,0.0000
422.000,0,0,0.0000
423.000,0,0,0.0000
424.000,0,0,0.0000
425.000,0,0,0.0000
426.000,0,0,0.0000
427.000,0,0,0.0000
428.000,0,0,0.0000
429.000,0,0,0.0000
430.000,0,0,0.0000
431.000,0,0,0.0000
432.000,0,0,0.0000
433.000,0,0,0.0000
434.000,0,0,0.0000
435.000,0,0,0.0000
436.000,0,0,0.0000
437.000,0,0,0.0000
438.000,0,0,0.0000
439.000,0,0,0.0000
440.000,0,0,0.0000
441.000,0,0,0.0000
442.000,0,0,0.0000
443.000,0,0,0.0000
444.000,0,0,0.0000
445.000,0,0,0.0000
446.000,0,0,0.0000
447.000,0,0,0.0000
448.000,0,0,0.0000
449.000,0,0,0.0000
450.000,0,0,0.0000
451.000,0,0,0.0000
452.000,0,0,0.0000
453.000,0,0,0.0000
454.000,0,0,0.0000
455.000,0,0,0.0000
456.000,0,0,0.0000
457.000,0,0,0.0000
458.000,0,0,0.0000
459.000,0,0,0.0000
460.000,0,0,0.0000
461.000,0,0,0.0000
462.000,0,0,0.0000
463.000,0,0,0.0000
464.000,0,0,0.0000
465.000,0,0,0.0000
466.000,0,0,0.0000
467.000,0,0,0.0000
468.000,0,0,0.0000
469.000,0,0,0.0000
470.000,0,0,0.0000
471.000,0,0,0.0000
472.000,0,0,0.0000
473.000,0,0,0.0000
474.000,0,0,0.0000
475.000,0,0,0.0000
476.000,0,0,0.0000
477.000,0,0,0.0000
478.000,0,0,0.0000
479.000,0,0,0.0000
480.000,0,0,0.0000
481.000,0,0,0.0000
482.000,0,0,0.0000
483.000,0,0,0.0000
484.000,0,0,0.0000
485.000,0,0,0.0000
486.000,0,0,0.0000
487.000,0,0,0.0000
488.000,0,0,0.0000
489.000,0,0,0.0000
490.000,0,0,0.0000
491.000,0,0,0.0000
492.000,0,0,0.0000
493.000,0,0,0.0000
494.000,0,0,0.0000
495.000,0,0,0.0000
496.000,0,0,0.0000
497.000,0,0,0.0000
498.000,0,0,0.0000
499.000,0,0,0.0000
500.000,0,0,0.0000
501.000,0,0,0.0000
502.000,0,0,0.0000
503.000,0,0,0.0000
504.000,0,0,0.0000
505.000,0,0,0.0000
506.000,0,0,0.0000
507.000,0,0,0.0000
508.000,0,0,0.0000
509.000,0,0,0.0000
510.000,0,0,0.0000
511.000,0,0,0.0000
512.000,0,0,0.0000
513.000,0,0,0.0000
514.000,0,0,0.0000
515.000,0,0,0.0000
516.000,0,0,0.0000
517.000,0,0,0.0000
518.000,0,0,0.0000
519.000,0,0,0.0000
520.000,0,0,0.0000
521.000,0,0,0.0000
522.000,0,0,0.0000
523.000,0,0,0.0000
524.000,0,0,0.0000
525.000,0,0,0.0000
526.000,0,0,0.0000
527.000,0,0,0.0000
528.000,0,0,0.0000
529.000,0,0,0.0000
530.000,0,0,0.0000
531.000,0,0,0.0000
532.000,0,0,0.0000
533.000,0,0,0.0000
534.000,0,0,0.0000
535.000,0,0,0.0000
536.000,0,0,0.0000
537.000,0,0,0.0000
538.000,0,0,0.0000
539.000,0,0,0.0000
540.000,0,0,0.0000
541.000,0,0,0.0000
542.000,0,0,0.0000
543.000,0,0,0.0000
544.000,0,0,0.0000
545.000,0,0,0.0000
546.000,0,0,0.0000
547.000,0,0,0.0000
548.000,0,0,0.0000
549.000,0,0,0.0000
550.000,0,0,0.0000
551.000,0,0,0.0000
552.000,0,0,0.0000
553.000,0,0,0.0000
554.000,0,0,0.0000
555.000,0,0,0.0000
556.000,0,0,0.0000
557.000,0,0,0.0000
558.000,0,0,0.0000
559.000,0,0,0.0000
560.000,0,0,0.0000
561.000,0,0,0.0000
562.000,0,0,0.0000
563.000,0,0,0.0000
564.000,0,0,0.0000
565.000,0,0,0.0000
566.000,0,0,0.0000
567.000,0,0,0.0000
568.000,0,0,0.0000
569.000,0,0,0.0000
570.000,0,0,0.0000
571.000,0,0,0.0000
572.000,0,0,0.0000
573.000,0,0,0.0000
574.000,0,0,0.0000
575.000,0,0,0.0000
576.000,0,0,0.0000
577.000,0,0,0.0000
578.000,0,0,0.0000
579.000,0,0,0.0000
580.000,0,0,0.0000
581.000,0,0,0.0000
582.000,0,0,0.0000
583.000,0,0,0.0000
584.000,0,0,0.0000
585.000,0,0,0.0000
586.000,0,0,0.0000
587.000,0,0,0.0000
588.000,0,0,0.0000
589.000,0,0,0.0000
590.000,0,0,0.0000
591.000,0,0,0.0000
592.000,0,0,0.0000
593.000,0,0,0.0000
594.000,0,0,0.0000
595.000,0,0,0.0000
596.000,0,0,0.0000
597.000,0,0,0.0000
598.000,0,0,0.0000
599.000,0,0,0.0000
600.000,0,0,0.0000
601.000,0,0,0.0000
602.000,0,0,0.0000
603.000,0,0,0.0000
604.000,0,0,0.0000
605.000,0,0,0.0000
606.000,0,0,0.0000
607.000,0,0,0.0000
608.000,0,0,0.0000
609.000,0,0,0.0000
610.000,0,0,0.0000
611.000,0,0,0.0000
612.000,0,0,0.0000
613.000,0,0,0.0000
614.000,0,0,0.0000
615.000,0,0,0.0000
616.000,0,0,0.0000
617.000,0,0,0.0000
618.000,0,0,0.0000
619.000,0,0,0.0000
620.000,0,0,0.0000
621.000,0,0,0.0000
622.000,0,0,0.0000
623.000,0,0,0.0000
624.000,0,0,0.0000
625.000,0,0,0.0000
626.000,0,0,0.0000
627.000,0,0,0.0000
628.000,0,0,0.0000
629.000,0,0,0.0000
630.000,0,0,0.0000
631.000,0,0,0.0000
632.000,0,0,0.0000
633.000,0,0,0.0000
634.000,0,0,0.0000
635.000,0,0,0.0000
636.000,0,0,0.0000
637.000,0,0,0.0000
638.000,0,0,0.0000
639.000,0,0,0.0000
640.000,0,0,0.0000
641.000,0,0,0.0000
642.000,0,0,0.0000
643.000,0,0,0.0000
644.000,0,0,0.0000
645.000,0,0,0.0000
646.000,0,0,0.0000
647.000,0,0,0.0000
648.000,0,0,0.0000
649.000,0,0,0.0000
650.000,0,0,0.0000
651.000,0,0,0.0000
652.000,0,0,0.0000
653.000,0,0,0.0000
654.000,0,0,0.0000
655.000,0,0,0.0000
656.000,0,0,0.0000
657.000,0,0,0.0000
658.000,0,0,0.0000
659.000,0,0,0.0000
660.000,0,0,0.0000
661.000,0,0,0.0000
662.000,0,0,0.0000
663.000,0,0,0.0000
664.000,0,0,0.0000
665.000,0,0,0.0000
666.000,0,0,0.0000
667.000,0,0,0.0000
668.000,0,0,0.0000
669.000,0,0,0.0000
670.000,0,0,0.0000
671.000,0,0,0.0000
672.000,0,0,0.0000
673.000,0,0,0.0000
674.000,0,0,0.0000
675.000,0,0,0.0000
676.000,0,0,0.0000
677.000,0,0,0.0000
678.000,0,0,0.0000
679.000,0,0,0.0000
680.000,0,0,0.0000
681.000,0,0,0.0000
682.000,0,0,0.0000
683.000,0,0,0.0000
684.000,0,0,0.0000
685.000,0,0,0.0000
686.000,0,0,0.0000
687.000,0,0,0.0000
688.000,0,0,0.0000
689.000,0,0,0.0000
690.000,0,0,0.0000
691.000,0,0,0.0000
692.000,0,0,0.0000
693.000,0,0,0.0000
694.000,0,0,0.0000
695.000,0,0,0.0000
696.000,0,0,0.0000
697.000,0,0,0.0000
698.000,0,0,0.0000
699.000,0,0,0.0000
700.000,0,0,0.0000
701.000,0,0,0.0000
702.000,0,0,0.0000
703.000,0,0,0.0000
704.000,0,0,0.0000
705.000,0,0,0.0000
706.000,0,0,0.0000
707.000,0,0,0.0000
708.000,0,0,0.0000
709.000,0,0,0.0000
710.000,0,0,0.0000
711.000,0,0,0.0000
712.000,0,0,0.0000
713.000,0,0,0.0000
714.000,0,0,0.0000
715.000,0,0,0.0000
716.000,0,0,0.0000
717.000,0,0,0.0000
718.000,0,0,0.0000
719.000,0,0,0.0000
720.000,0,0,0.0000
721.000,0,0,0.0000
722.000,0,0,0.0000
723.000,0,0,0.0000
724.000,0,0,0.0000
725.000,0,0,0.0000
726.000,0,0,0.0000
727.000,0,0,0.0000
728.000,0,0,0.0000
729.000,0,0,0.0000
730.000,0,0,0.0000
731.000,0,0,0.0000
732.000,0,0,0.0000
733.000,0,0,0.0000
734.000,0,0,0.0000
735.000,0,0,0.0000
736.000,0,0,0.0000
737.000,0,0,0.0000
738.000,0,0,0.0000
739.000,0,0,0.0000
740.000,0,0,0.0000
741.000,0,0,0.0000
742.000,0,0,0.0000
743.000,0,0,0.0000
744.000,0,0,0.0000
745.000,0,0,0.0000
746.000,0,0,0.0000
747.000,0,0,0.0000
748.000,0,0,0.0000
749.000,0,0,0.0000
750.000,0,0,0.0000
751.000,0,0,0.0000
752.000,0,0,0.0000
753.000,0,0,0.0000
754.000,0,0,0.0000
755.000,0,0,0.0000
756.000,0,0,0.0000
757.000,0,0,0.0000
758.000,0,0,0.0000
759.000,0,0,0.0000
760.000,0,0,0.0000
761.000,0,0,0.0000
762.000,0,0,0.0000
763.000,0,0,0.0000
764.000,0,0,0.0000
765.000,0,0,0.0000
766.000,0,0,0.0000
767.000,0,0,0.0000
768.000,0,0,0.0000
769.000,0,0,0.0000
770.000,0,0,0.0000
771.000,0,0,0.0000
772.000,0,0,0.0000
773.000,0,0,0.0000
774.000,0,0,0.0000
775.000,0,0,0.0000
776.000,0,0,0.0000
777.000,0,0,0.0000
778.000,0,0,0.0000
779.000,0,0,0.0000
780.000,0,0,0.0000
781.000,0,0,0.0000
782.000,0,0,0.0000
783.000,0,0,0.0000
784.000,0,0,0.0000
785.000,0,0,0.0000
786.000,0,0,0.0000
787.000,0,0,0.0000
788.000,0,0,0.0000
789.000,0,0,0.0000
790.000,0,0,0.0000
791.000,0,0,0.0000
792.000,0,0,0.0000
793.000,0,0,0.0000
794.000,0,0,0.0000
795.000,0,0,0.0000
796.000,0,0,0.0000
797.000,0,0,0.0000
798.000,0,0,0.0000
799.000,0,0,0.0000
800.000,0,0,0.0000
801.000,0,0,0.0000
802.000,0,0,0.0000
803.000,0,0,0.0000
804.000,0,0,0.0000
805.000,0,0,0.0000
806.000,0,0,0.0000
807.000,0,0,0.0000
808.000,0,0,0.0000
809.000,0,0,0.0000
810.000,0,0,0.0000
811.000,0,0,0.0000
812.000,0,0,0.0000
813.000,0,0,0.0000
814.000,0,0,0.0000
815.000,0,0,0.0000
816.000,0,0,0.0000
817.000,0,0,0.0000
818.000,0,0,0.0000
819.000,0,0,0.0000
820.000,0,0,0.0000
821.000,0,0,0.0000
822.000,0,0,0.0000
823.000,0,0,0.0000
824.000,0,0,0.0000
825.000,0,0,0.0000
826.000,0,0,0.0000
827.000,0,0,0.0000
828.000,0,0,0.0000
829.000,0,0,0.0000
830.000,0,0,0.0000
831.000,0,0,0.0000
832.000,0,0,0.0000
833.000,0,0,0.0000
834.000,0,0,0.0000
835.000,0,0,0.0000
836.000,0,0,0.0000
837.000,0,0,0.0000
838.000,0,0,0.0000
839.000,0,0,0.0000
840.000,0,0,0.0000
841.000,0,0,0.0000
842.000,0,0,0.0000
843.000,0,0,0.0000
844.000,0,0,0.0000
845.000,0,0,0.0000
846.000,0,0,0.0000
847.000,0,0,0.0000
848.000,0,0,0.0000
849.000,0,0,0.0000
850.000,0,0,0.0000
851.000,0,0,0.0000
852.000,0,0,0.0000
853.000,0,0,0.0000
854.000,0,0,0.0000
855.000,0,0,0.0000
856.000,0,0,0.0000
857.000,0,0,0.0000
858.000,0,0,0.0000
859.000,0,0,0.0000
860.000,0,0,0.0000
861.000,0,0,0.0000
862.000,0,0,0.0000
863.000,0,0,0.0000
864.000,0,0,0.0000
865.000,0,0,0.0000
866.000,0,0,0.0000
867.000,0,0,0.0000
868.000,0,0,0.0000
869.000,0,0,0.0000
870.000,0,0,0.0000
871.000,0,0,0.0000
872.000,0,0,0.0000
873.000,0,0,0.0000
874.000,0,0,0.0000
875.000,0,0,0.0000
876.000,0,0,0.0000
877.000,0,0,0.0000
878.000,0,0,0.0000
879.000,0,0,0.0000
880.000,0,0,0.0000
881.000,0,0,0.0000
882.000,0,0,0.0000
883.000,0,0,0.0000
884.000,0,0,0.0000
885.000,0,0,0.0000
886.000,0,0,0.0000
887.000,0,0,0.0000
888.000,0,0,0.0000
889.000,0,0,0.0000
890.000,0,0,0.0000
891.000,0,0,0.0000
892.000,0,0,0.0000
893.000,0,0,0.0000
894.000,0,0,0.0000
895.000,0,0,0.0000
896.000,0,0,0.0000
897.000,0,0,0.0000
898.000,0,0,0.0000
899.000,0,0,0.0000
900.000,0,0,0.0000
901.000,0,0,0.0000
902.000,0,0,0.0000
903.000,0,0,0.0000
904.000,0,0,0.0000
905.000,0,0,0.0000
906.000,0,0,0.0000
907.000,0,0,0.0000
908.000,0,0,0.0000
909.000,0,0,0.0000
910.000,0,0,0.0000
911.000,0,0,0.0000
912.000,0,0,0.0000
913.000,0,0,0.0000
914.000,0,0,0.0000
915.000,0,0,0.0000
916.000,0,0,0.0000
917.000,0,0,0.0000
918.000,0,0,0.0000
919.000,0,0,0.0000
920.000,0,0,0.0000
921.000,0,0,0.0000
922.000,0,0,0.0000
923.000,0,0,0.0000
924.000,0,0,0.0000
925.000,0,0,0.0000
926.000,0,0,0.0000
927.000,0,0,0.0000
928.000,0,0,0.0000
929.000,0,0,0.0000
930.000,0,0,0.0000
931.000,0,0,0.0000
932.000,0,0,0.0000
933.000,0,0,0.0000
934.000,0,0,0.0000
935.000,0,0,0.0000
936.000,0,0,0.0000
937.000,0,0,0.0000
938.000,0,0,0.0000
939.000,0,0,0.0000
940.000,0,0,0.0000
941.000,0,0,0.0000
942.000,0,0,0.0000
943.000,0,0,0.0000
944.000,0,0,0.0000
945.000,0,0,0.0000
946.000,0,0,0.0000
947.000,0,0,0.0000
948.000,0,0,0.0000
949.000,0,0,0.0000
950.000,0,0,0.0000
951.000,0,0,0.0000
952.000,0,0,0.0000
953.000,0,0,0.0000
954.000,0,0,0.0000
955.000,0,0,0.0000
956.000,0,0,0.0000
957.000,0,0,0.0000
958.000,0,0,0.0000
959.000,0,0,0.0000
960.000,0,0,0.0000
961.000,0,0,0.0000
962.000,0,0,0.0000
963.000,0,0,0.0000
964.000,720896,11,5.7672
965.000,720896,11,5.7672
966.000,327680,5,2.6214
967.000,327680,5,2.6214
968.000,262144,4,2.0972
969.000,327680,5,2.6214
970.000,262144,4,2.0972
971.000,327680,5,2.6214
972.000,262144,4,2.0972
973.000,327680,5,2.6214
974.000,393216,6,3.1457
975.000,393216,6,3.1457
976.000,393216,6,3.1457
977.000,393216,6,3.1457
978.000,262144,4,2.0972
979.000,327680,5,2.6214
980.000,262144,4,2.0972
981.000,327680,5,2.6214
982.000,262144,4,2.0972
983.000,196608,3,1.5729
984.000,196608,3,1.5729
985.000,196608,3,1.5729
986.000,196608,3,1.5729
987.000,196608,3,1.5729
988.000,262144,4,2.0972
989.000,196608,3,1.5729
990.000,196608,3,1.5729
991.000,262144,4,2.0972
992.000,393216,6,3.1457
993.000,327680,5,2.6214
994.000,327680,5,2.6214
995.000,327680,5,2.6214
996.000,393216,6,3.1457
997.000,393216,6,3.1457
998.000,458752,7,3.6700
999.000,393216,6,3.1457
1000.000,327680,5,2.6214
1001.000,262144,4,2.0972
1002.000,327680,5,2.6214
1003.000,262144,4,2.0972
1004.000,262144,4,2.0972
1005.000,262144,4,2.0972
1006.000,327680,5,2.6214
1007.000,262144,4,2.0972
1008.000,262144,4,2.0972
1009.000,327680,5,2.6214
1010.000,524288,8,4.1943
1011.000,524288,8,4.1943
1012.000,524288,8,4.1943
1013.000,524288,8,4.1943
1014.000,196608,3,1.5729
1015.000,196608,3,1.5729
1016.000,131072,2,1.0486
1017.000,196608,3,1.5729
1018.000,196608,3,1.5729
1019.000,196608,3,1.5729
1020.000,262144,4,2.0972
1021.000,196608,3,1.5729
1022.000,196608,3,1.5729
1023.000,262144,4,2.0972
1024.000,262144,4,2.0972
1025.000,262144,4,2.0972
1026.000,262144,4,2.0972
1027.000,327680,5,2.6214
1028.000,458752,7,3.6700
1029.000,524288,8,4.1943
1030.000,393216,6,3.1457
1031.000,524288,8,4.1943
1032.000,393216,6,3.1457
1033.000,393216,6,3.1457
1034.000,393216,6,3.1457
1035.000,393216,6,3.1457
1036.000,393216,6,3.1457
1037.000,262144,4,2.0972
1038.000,262144,4,2.0972
1039.000,327680,5,2.6214
1040.000,262144,4,2.0972
1041.000,196608,3,1.5729
1042.000,131072,2,1.0486
1043.000,196608,3,1.5729
1044.000,131072,2,1.0486
1045.000,196608,3,1.5729
1046.000,262144,4,2.0972
1047.000,262144,4,2.0972
1048.000,262144,4,2.0972
1049.000,196608,3,1.5729
1050.000,262144,4,2.0972
1051.000,327680,5,2.6214
1052.000,262144,4,2.0972
1053.000,262144,4,2.0972
1054.000,196608,3,1.5729
1055.000,262144,4,2.0972
1056.000,196608,3,1.5729
1057.000,196608,3,1.5729
1058.000,196608,3,1.5729
1059.000,196608,3,1.5729
1060.000,262144,4,2.0972
